1 , mujets , central , 0 , -2.4 , -1.92 , 30 , 50 , 0 , 1 ,0.498194
1 , mujets , central , 0 , -1.92 , -1.44 , 30 , 50 , 0 , 1 ,0.587589
1 , mujets , central , 0 , -1.44 , -0.96 , 30 , 50 , 0 , 1 ,0.617977
1 , mujets , central , 0 , -0.96 , -0.48 , 30 , 50 , 0 , 1 ,0.657454
1 , mujets , central , 0 , -0.48 , 0 , 30 , 50 , 0 , 1 ,0.644052
1 , mujets , central , 0 , 0 , 0.48 , 30 , 50 , 0 , 1 ,0.641027
1 , mujets , central , 0 , 0.48 , 0.96 , 30 , 50 , 0 , 1 ,0.649698
1 , mujets , central , 0 , 0.96 , 1.44 , 30 , 50 , 0 , 1 ,0.602708
1 , mujets , central , 0 , 1.44 , 1.92 , 30 , 50 , 0 , 1 ,0.57936
1 , mujets , central , 0 , 1.92 , 2.4 , 30 , 50 , 0 , 1 ,0.498714
1 , mujets , central , 0 , -2.4 , -1.92 , 50 , 70 , 0 , 1 ,0.535283
1 , mujets , central , 0 , -1.92 , -1.44 , 50 , 70 , 0 , 1 ,0.622603
1 , mujets , central , 0 , -1.44 , -0.96 , 50 , 70 , 0 , 1 ,0.65514
1 , mujets , central , 0 , -0.96 , -0.48 , 50 , 70 , 0 , 1 ,0.695497
1 , mujets , central , 0 , -0.48 , 0 , 50 , 70 , 0 , 1 ,0.679877
1 , mujets , central , 0 , 0 , 0.48 , 50 , 70 , 0 , 1 ,0.678777
1 , mujets , central , 0 , 0.48 , 0.96 , 50 , 70 , 0 , 1 ,0.686571
1 , mujets , central , 0 , 0.96 , 1.44 , 50 , 70 , 0 , 1 ,0.641791
1 , mujets , central , 0 , 1.44 , 1.92 , 50 , 70 , 0 , 1 ,0.614038
1 , mujets , central , 0 , 1.92 , 2.4 , 50 , 70 , 0 , 1 ,0.531017
1 , mujets , central , 0 , -2.4 , -1.92 , 70 , 100 , 0 , 1 ,0.540531
1 , mujets , central , 0 , -1.92 , -1.44 , 70 , 100 , 0 , 1 ,0.636815
1 , mujets , central , 0 , -1.44 , -0.96 , 70 , 100 , 0 , 1 ,0.670641
1 , mujets , central , 0 , -0.96 , -0.48 , 70 , 100 , 0 , 1 ,0.710882
1 , mujets , central , 0 , -0.48 , 0 , 70 , 100 , 0 , 1 ,0.691387
1 , mujets , central , 0 , 0 , 0.48 , 70 , 100 , 0 , 1 ,0.691436
1 , mujets , central , 0 , 0.48 , 0.96 , 70 , 100 , 0 , 1 ,0.703738
1 , mujets , central , 0 , 0.96 , 1.44 , 70 , 100 , 0 , 1 ,0.6574
1 , mujets , central , 0 , 1.44 , 1.92 , 70 , 100 , 0 , 1 ,0.628949
1 , mujets , central , 0 , 1.92 , 2.4 , 70 , 100 , 0 , 1 ,0.540806
1 , mujets , central , 0 , -2.4 , -1.92 , 100 , 140 , 0 , 1 ,0.531741
1 , mujets , central , 0 , -1.92 , -1.44 , 100 , 140 , 0 , 1 ,0.628313
1 , mujets , central , 0 , -1.44 , -0.96 , 100 , 140 , 0 , 1 ,0.669188
1 , mujets , central , 0 , -0.96 , -0.48 , 100 , 140 , 0 , 1 ,0.711036
1 , mujets , central , 0 , -0.48 , 0 , 100 , 140 , 0 , 1 ,0.697542
1 , mujets , central , 0 , 0 , 0.48 , 100 , 140 , 0 , 1 ,0.697779
1 , mujets , central , 0 , 0.48 , 0.96 , 100 , 140 , 0 , 1 ,0.705974
1 , mujets , central , 0 , 0.96 , 1.44 , 100 , 140 , 0 , 1 ,0.658181
1 , mujets , central , 0 , 1.44 , 1.92 , 100 , 140 , 0 , 1 ,0.621528
1 , mujets , central , 0 , 1.92 , 2.4 , 100 , 140 , 0 , 1 ,0.527893
1 , mujets , central , 0 , -2.4 , -1.92 , 140 , 200 , 0 , 1 ,0.511156
1 , mujets , central , 0 , -1.92 , -1.44 , 140 , 200 , 0 , 1 ,0.607212
1 , mujets , central , 0 , -1.44 , -0.96 , 140 , 200 , 0 , 1 ,0.661028
1 , mujets , central , 0 , -0.96 , -0.48 , 140 , 200 , 0 , 1 ,0.716349
1 , mujets , central , 0 , -0.48 , 0 , 140 , 200 , 0 , 1 ,0.708373
